customer_profile_key,age,age_band,job,marital,education,education_group,default_status,housing_status,loan_status,housing_loan_profile,personal_loan_profile,credit_exposure_profile
279,37,30-39,technician,single,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
280,47,40-49,self-employed,married,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
281,49,40-49,blue-collar,divorced,high.school,secondary,no,no,yes,no housing loan,personal loan,single loan exposure
282,35,30-39,services,divorced,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
283,38,30-39,unknown,married,unknown,unknown,unknown,no,no,no housing loan,no personal loan,exposure unknown
284,38,30-39,services,single,high.school,secondary,unknown,no,no,no housing loan,no personal loan,exposure unknown
285,50,50-59,blue-collar,divorced,high.school,secondary,unknown,no,yes,no housing loan,personal loan,single loan exposure
286,59,50-59,retired,married,professional.course,professional,unknown,no,no,no housing loan,no personal loan,exposure unknown
287,43,40-49,unknown,married,unknown,unknown,no,yes,no,housing loan,no personal loan,single loan exposure
288,42,40-49,admin.,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
289,40,40-49,admin.,married,basic.6y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
290,46,40-49,blue-collar,married,unknown,unknown,unknown,no,no,no housing loan,no personal loan,exposure unknown
291,57,50-59,housemaid,divorced,basic.4y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
292,42,40-49,admin.,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
293,27,17-29,admin.,single,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
294,36,30-39,admin.,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
295,58,50-59,blue-collar,married,professional.course,professional,unknown,yes,no,housing loan,no personal loan,single loan exposure
296,40,40-49,management,married,university.degree,tertiary,unknown,yes,no,housing loan,no personal loan,single loan exposure
297,34,30-39,admin.,single,basic.9y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
298,33,30-39,admin.,divorced,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
299,56,50-59,retired,married,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
300,42,40-49,blue-collar,married,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
301,43,40-49,services,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
302,54,50-59,management,single,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
303,53,50-59,admin.,single,basic.6y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
304,42,40-49,technician,single,unknown,unknown,no,no,no,no housing loan,no personal loan,no reported loan exposure
305,40,40-49,services,married,basic.6y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
306,54,50-59,technician,married,professional.course,professional,no,yes,yes,housing loan,personal loan,housing + personal loan
307,40,40-49,housemaid,single,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
308,26,17-29,admin.,single,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
309,33,30-39,admin.,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
310,35,30-39,blue-collar,married,basic.9y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
311,29,17-29,services,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
312,35,30-39,management,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
313,50,50-59,self-employed,single,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
314,46,40-49,services,married,high.school,secondary,unknown,yes,no,housing loan,no personal loan,single loan exposure
315,49,40-49,entrepreneur,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
316,42,40-49,technician,single,professional.course,professional,unknown,yes,no,housing loan,no personal loan,single loan exposure
317,36,30-39,blue-collar,single,high.school,secondary,no,yes,yes,housing loan,personal loan,housing + personal loan
318,41,40-49,management,married,university.degree,tertiary,unknown,no,no,no housing loan,no personal loan,exposure unknown
319,57,50-59,management,married,professional.course,professional,unknown,yes,no,housing loan,no personal loan,single loan exposure
320,32,30-39,services,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
321,49,40-49,admin.,married,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
322,58,50-59,blue-collar,divorced,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
323,52,50-59,technician,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
324,50,50-59,services,divorced,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
325,41,40-49,blue-collar,single,basic.9y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
326,33,30-39,entrepreneur,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
327,57,50-59,blue-collar,married,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
328,48,40-49,blue-collar,married,basic.6y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
329,55,50-59,technician,married,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
330,38,30-39,management,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
331,38,30-39,services,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
332,53,50-59,admin.,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
333,43,40-49,unemployed,single,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
334,36,30-39,blue-collar,single,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
335,32,30-39,blue-collar,married,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
336,33,30-39,services,married,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
337,58,50-59,entrepreneur,married,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
338,40,40-49,unemployed,divorced,high.school,secondary,unknown,no,no,no housing loan,no personal loan,exposure unknown
339,57,50-59,management,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
340,46,40-49,admin.,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
341,36,30-39,technician,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
342,41,40-49,self-employed,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
343,57,50-59,admin.,divorced,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
344,49,40-49,blue-collar,married,basic.9y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
345,56,50-59,management,divorced,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
346,37,30-39,blue-collar,married,basic.9y,foundational,no,no,yes,no housing loan,personal loan,single loan exposure
347,46,40-49,admin.,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
348,22,17-29,blue-collar,single,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
349,41,40-49,technician,married,basic.6y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
350,38,30-39,admin.,single,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
351,33,30-39,admin.,married,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
352,49,40-49,admin.,married,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
353,30,30-39,blue-collar,single,unknown,unknown,no,no,no,no housing loan,no personal loan,no reported loan exposure
354,33,30-39,admin.,married,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
355,34,30-39,management,single,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
356,30,30-39,student,single,unknown,unknown,unknown,no,no,no housing loan,no personal loan,exposure unknown
357,59,50-59,management,married,basic.4y,foundational,unknown,yes,yes,housing loan,personal loan,housing + personal loan
358,59,50-59,management,married,basic.4y,foundational,unknown,unknown,unknown,unknown,unknown,exposure unknown
359,41,40-49,self-employed,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
360,48,40-49,housemaid,married,basic.6y,foundational,unknown,yes,yes,housing loan,personal loan,housing + personal loan
361,28,17-29,unknown,single,unknown,unknown,unknown,yes,yes,housing loan,personal loan,housing + personal loan
362,44,40-49,services,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
363,59,50-59,retired,unknown,university.degree,tertiary,unknown,no,no,no housing loan,no personal loan,exposure unknown
364,50,50-59,management,married,high.school,secondary,unknown,no,no,no housing loan,no personal loan,exposure unknown
365,35,30-39,admin.,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
366,42,40-49,admin.,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
367,45,40-49,admin.,married,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
368,36,30-39,technician,married,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
369,56,50-59,services,married,high.school,secondary,unknown,no,no,no housing loan,no personal loan,exposure unknown
370,29,17-29,blue-collar,divorced,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
371,41,40-49,self-employed,married,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
372,52,50-59,services,single,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
373,48,40-49,services,married,high.school,secondary,unknown,unknown,unknown,unknown,unknown,exposure unknown
374,31,30-39,blue-collar,married,high.school,secondary,unknown,yes,no,housing loan,no personal loan,single loan exposure
375,43,40-49,unemployed,married,university.degree,tertiary,unknown,yes,no,housing loan,no personal loan,single loan exposure
376,36,30-39,blue-collar,married,basic.4y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
377,42,40-49,entrepreneur,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
378,52,50-59,services,divorced,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
